suite_name,model_name,base_parameters,result_type,result_parameter,mean_value,std_value,cv_value,mmap,n_prompt,n_gen
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 32}",pp,1024,68.75,0.06,0.08727272727272728,0,1024,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 64}",pp,1024,68.66,0.01,0.014564520827264785,0,1024,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 96}",pp,1024,68.73,0.06,0.08729812309035355,0,1024,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 128}",pp,1024,68.75,0.04,0.05818181818181818,0,1024,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 32}",pp,1024,68.79,0.06,0.08722197993894461,1,1024,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 64}",pp,1024,68.78,0.06,0.08723466123873218,1,1024,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 96}",pp,1024,68.7,0.06,0.08733624454148471,1,1024,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 128}",pp,1024,68.75,0.09,0.13090909090909092,1,1024,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 32}",pp,128,85.06,0.1,0.11756407241946862,0,128,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 64}",pp,128,84.97,0.09,0.10591973637754501,0,128,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 96}",pp,128,84.96,0.09,0.1059322033898305,0,128,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 128}",pp,128,84.99,0.09,0.10589481115425345,0,128,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 32}",pp,128,85.27,0.11,0.12900199366717488,1,128,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 64}",pp,128,85.21,0.1,0.11735711770918908,1,128,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 96}",pp,128,85.23,0.09,0.10559662090813093,1,128,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 128}",pp,128,85.15,0.12,0.14092777451556077,1,128,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 32}",pp,192,91.88,0.09,0.0979538528515455,0,192,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 64}",pp,192,91.86,0.12,0.13063357282821686,0,192,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 96}",pp,192,91.87,0.11,0.1197344073146838,0,192,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 128}",pp,192,91.87,0.11,0.1197344073146838,0,192,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 32}",pp,192,92.09,0.13,0.14116625040721034,1,192,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 64}",pp,192,92.04,0.16,0.1738374619730552,1,192,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 96}",pp,192,92.1,0.14,0.15200868621064065,1,192,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 128}",pp,192,92.08,0.16,0.1737619461337967,1,192,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 32}",pp,256,83.11,0.1,0.1203224642040669,0,256,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 64}",pp,256,83.12,0.1,0.1203079884504331,0,256,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 96}",pp,256,83.1,0.08,0.09626955475330927,0,256,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 128}",pp,256,83.07,0.08,0.09630432165643434,0,256,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 32}",pp,256,83.15,0.12,0.1443174984966927,1,256,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 64}",pp,256,83.16,0.11,0.1322751322751323,1,256,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 96}",pp,256,83.14,0.11,0.13230695212893911,1,256,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 128}",pp,256,83.13,0.12,0.14435221941537352,1,256,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 32}",pp,320,85.98,0.11,0.1279367294719702,0,320,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 64}",pp,320,85.98,0.1,0.11630611770179111,0,320,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 96}",pp,320,85.91,0.12,0.13968106157606797,0,320,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 128}",pp,320,85.98,0.11,0.1279367294719702,0,320,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 32}",pp,320,85.92,0.14,0.16294227188081936,1,320,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 64}",pp,320,85.95,0.16,0.18615474112856312,1,320,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 96}",pp,320,85.9,0.18,0.20954598370197902,1,320,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 128}",pp,320,85.93,0.14,0.16292330967066218,1,320,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 32}",pp,384,87.39,0.17,0.19453026662089484,0,384,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 64}",pp,384,87.36,0.14,0.16025641025641027,0,384,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 96}",pp,384,87.43,0.14,0.1601281024819856,0,384,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 128}",pp,384,87.43,0.14,0.1601281024819856,0,384,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 32}",pp,384,87.45,0.12,0.13722126929674097,1,384,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 64}",pp,384,87.47,0.14,0.16005487595747114,1,384,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 96}",pp,384,87.44,0.11,0.12580054894784995,1,384,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 128}",pp,384,87.44,0.17,0.19441903019213178,1,384,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 32}",pp,448,81.4,0.1,0.12285012285012285,0,448,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 64}",pp,448,81.36,0.1,0.12291052114060964,0,448,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 96}",pp,448,81.34,0.07,0.08605851979345956,0,448,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 128}",pp,448,81.38,0.07,0.08601622020152372,0,448,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 32}",pp,448,81.33,0.13,0.15984261650067627,1,448,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 64}",pp,448,81.4,0.13,0.1597051597051597,1,448,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 96}",pp,448,81.39,0.14,0.17201130359995087,1,448,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 128}",pp,448,81.36,0.15,0.18436578171091444,1,448,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 32}",pp,512,81.98,0.05,0.06099048548426446,0,512,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 64}",pp,512,81.98,0.05,0.06099048548426446,0,512,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 96}",pp,512,81.86,0.03,0.03664793549963352,0,512,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 128}",pp,512,82.01,0.06,0.0731618095354225,0,512,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 32}",pp,512,81.86,0.17,0.20767163449792328,1,512,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 64}",pp,512,81.85,0.11,0.13439218081857057,1,512,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 96}",pp,512,81.86,0.13,0.15880772049841194,1,512,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 128}",pp,512,81.87,0.14,0.1710028093318676,1,512,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 32}",pp,576,82.24,0.09,0.10943579766536965,0,576,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 64}",pp,576,82.27,0.11,0.1337060897046311,0,576,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 96}",pp,576,82.26,0.11,0.1337223437879893,0,576,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 128}",pp,576,82.27,0.08,0.09724079251245898,0,576,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 32}",pp,576,82.35,0.1,0.12143290831815423,1,576,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 64}",pp,576,82.42,0.13,0.15772870662460567,1,576,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 96}",pp,576,82.33,0.12,0.14575488886189725,1,576,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 128}",pp,576,82.35,0.11,0.13357619914996965,1,576,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 32}",pp,64,66.63,0.04,0.060033018159988,0,64,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 64}",pp,64,66.66,0.04,0.06000600060006001,0,64,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 96}",pp,64,66.7,0.04,0.05997001499250374,0,64,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 128}",pp,64,66.72,0.03,0.044964028776978415,0,64,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 32}",pp,64,66.76,0.04,0.05991611743559017,1,64,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 64}",pp,64,66.76,0.04,0.05991611743559017,1,64,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 96}",pp,64,66.77,0.04,0.059907143926913285,1,64,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 128}",pp,64,66.78,0.05,0.07487271638215034,1,64,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 32}",pp,640,77.83,0.06,0.07709109597841449,0,640,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 64}",pp,640,77.85,0.07,0.08991650610147722,0,640,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 96}",pp,640,77.87,0.07,0.08989341209708489,0,640,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 128}",pp,640,77.83,0.09,0.11563664396762173,0,640,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 32}",pp,640,77.89,0.11,0.1412248042110669,1,640,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 64}",pp,640,77.96,0.09,0.11544381734222679,1,640,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 96}",pp,640,78.01,0.1,0.12818869375721062,1,640,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 128}",pp,640,77.91,0.08,0.10268258246694906,1,640,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 32}",pp,704,77.02,0.09,0.11685276551545053,0,704,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 64}",pp,704,76.87,0.09,0.11708078574216207,0,704,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 96}",pp,704,76.92,0.09,0.11700468018720747,0,704,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 128}",pp,704,76.94,0.12,0.1559656875487393,0,704,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 32}",pp,704,77.22,0.06,0.0777000777000777,1,704,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 64}",pp,704,77.1,0.09,0.11673151750972763,1,704,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 96}",pp,704,77.07,0.07,0.09082652134423254,1,704,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 128}",pp,704,77.07,0.09,0.11677695601401324,1,704,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 32}",pp,768,76.37,0.06,0.07856488149797039,0,768,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 64}",pp,768,76.37,0.15,0.196412203744926,0,768,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 96}",pp,768,76.38,0.09,0.1178318931657502,0,768,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 128}",pp,768,76.36,0.12,0.1571503404924044,0,768,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 32}",pp,768,76.46,0.1,0.13078733978550877,1,768,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 64}",pp,768,76.47,0.12,0.1569242840329541,1,768,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 96}",pp,768,76.54,0.09,0.1175855761693232,1,768,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 128}",pp,768,76.41,0.1,0.130872922392357,1,768,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 32}",pp,832,73.09,0.06,0.08209057326583663,0,832,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 64}",pp,832,73.04,0.11,0.1506024096385542,0,832,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 96}",pp,832,73.12,0.06,0.08205689277899343,0,832,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 128}",pp,832,73.05,0.07,0.09582477754962355,0,832,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 32}",pp,832,73.24,0.1,0.13653741125068272,1,832,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 64}",pp,832,73.22,0.13,0.1775471182736957,1,832,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 96}",pp,832,73.29,0.08,0.10915541001500885,1,832,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 128}",pp,832,73.25,0.1,0.13651877133105803,1,832,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 32}",pp,896,72.62,0.09,0.1239328008812999,0,896,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 64}",pp,896,72.7,0.08,0.11004126547455295,0,896,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 96}",pp,896,72.53,0.06,0.08272438990762443,0,896,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 128}",pp,896,72.55,0.06,0.08270158511371468,0,896,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 32}",pp,896,72.69,0.08,0.11005640390700236,1,896,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 64}",pp,896,72.72,0.1,0.13751375137513752,1,896,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 96}",pp,896,72.76,0.07,0.09620670698185817,1,896,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 128}",pp,896,72.69,0.08,0.11005640390700236,1,896,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 32}",pp,960,71.73,0.07,0.09758817788930713,0,960,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 64}",pp,960,71.73,0.03,0.04182350480970305,0,960,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 96}",pp,960,71.77,0.04,0.055733593423435986,0,960,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 128}",pp,960,71.76,0.05,0.06967670011148272,0,960,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 32}",pp,960,71.88,0.01,0.01391207568169171,1,960,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 64}",pp,960,71.88,0.02,0.02782415136338342,1,960,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 96}",pp,960,71.83,0.07,0.0974523179729918,1,960,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 128}",pp,960,71.86,0.03,0.041747843028110215,1,960,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 128}",tg,128,27.78,0.03,0.10799136069114469,0,64,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 128}",tg,128,27.84,0.02,0.07183908045977011,0,128,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 128}",tg,128,27.6,0.05,0.18115942028985507,0,192,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 128}",tg,128,27.79,0.03,0.10795250089960418,0,256,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 128}",tg,128,27.81,0.02,0.0719165767709457,0,320,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 128}",tg,128,27.76,0.01,0.03602305475504323,0,384,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 128}",tg,128,27.77,0.04,0.14404033129276198,0,448,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 128}",tg,128,27.79,0.02,0.07196833393306945,0,512,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 128}",tg,128,27.83,0.01,0.035932446999640676,0,576,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 128}",tg,128,27.71,0.02,0.07217610970768674,0,640,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 128}",tg,128,27.79,0.03,0.10795250089960418,0,704,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 128}",tg,128,27.6,0.02,0.07246376811594203,0,768,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 128}",tg,128,27.78,0.01,0.03599712023038157,0,832,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 128}",tg,128,27.62,0.02,0.0724112961622013,0,896,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 128}",tg,128,27.8,0.01,0.03597122302158273,0,960,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 128}",tg,128,27.81,0.02,0.0719165767709457,0,1024,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 128}",tg,128,28.28,0.03,0.10608203677510608,1,64,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 128}",tg,128,28.15,0.03,0.10657193605683836,1,128,128
